"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Comments,Saves,Follows
18001176236352751,17841461458191255,locwithaush,"Aushanae Haller","I’m a personal fan of the no retwist look currently ‼️ it’s like an Afro of locs ☺️🫶🏽 • Day 162
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"12/29/2023 15:20",https://www.instagram.com/p/C1dIVw4OotF/,"IG image",,Lifetime,3108,262,7,7,11,7
18005768960331782,17841461458191255,locwithaush,"Aushanae Haller","I wrap my hair like this whenever I moisturize them with water for the day to stretch my retwist a bit longer, but sometimes I just wear it like this out ‼️🥰 Missed #texturetuesday so we’re doing a #texturewednesday today lol. Hope everyone had a wonderful Christmas 🎄🫶🏽💕",0,"12/27/2023 10:19",https://www.instagram.com/p/C1XcXw6uHFu/,"IG image",,Lifetime,2382,134,4,3,10,
18051892120522372,17841461458191255,locwithaush,"Aushanae Haller","Month 5 🍾🎊 we’re past the eyes now folks 😁
•
Yall can’t tell me I don’t have locs now these shits LOCKED ‼️ patiently waiting for the ends to loc like the roots now ☺️
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"12/21/2023 10:00",https://www.instagram.com/p/C1H9Y8uunhZ/,"IG carousel",,Lifetime,2641,204,10,10,10,
18065531941479638,17841461458191255,locwithaush,"Aushanae Haller","Embracing the variety this #texturetuesday 🫶🏽 retwisting tomorrow for month 5 🥰
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"12/19/2023 10:00",https://www.instagram.com/p/C1Czyzvuhly/,"IG carousel",,Lifetime,3968,233,5,4,13,8
18004055720193693,17841461458191255,locwithaush,"Aushanae Haller","Day 144 🫶🏽 | #texturetuesday 
•
•
•
So interesting to see the progress of my locs.. pretty much all of them are locked close to the root, some have lost the twist pattern completely and others are pretty stubborn in their twist pattern‼️ some of the ends are skinny and I’m not sure why 🤔 but still embracing every part of the journey ☺️",0,"12/12/2023 10:00",https://www.instagram.com/p/C0wyQhtO6Us/,"IG carousel",,Lifetime,8758,559,15,11,47,19
17855977728049547,17841461458191255,locwithaush,"Aushanae Haller","The last time I did this style was at 3 weeks believe it or not ‼️On week 19 now ☺️
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"12/07/2023 10:00",https://www.instagram.com/p/C0j6UU0OUDu/,"IG image",,Lifetime,10045,475,6,1,44,14
18022387486859345,17841461458191255,locwithaush,"Aushanae Haller","Day 136 💕 Finals is killing me 😭 but happy #texturetuesday ‼️
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"12/05/2023 10:00",https://www.instagram.com/p/C0ewsplu96p/,"IG image",,Lifetime,2285,107,1,3,5,
18300158317133598,17841461458191255,locwithaush,"Aushanae Haller","Starter Loc Progress over 4 Months 💕 I can see the budding starting to decrease in width and increase in length ‼️
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"12/02/2023 10:00",https://www.instagram.com/p/C0XCT_lui2d/,"IG image",,Lifetime,26877,1419,37,3,180,53
18102207790361429,17841461458191255,locwithaush,"Aushanae Haller","I miss the sunny days ☀️ patiently awaiting spring 🌸💕
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/30/2023 10:00",https://www.instagram.com/p/C0R4qDBupw8/,"IG image",,Lifetime,2678,134,0,5,14,5
18402953944011143,17841461458191255,locwithaush,"Aushanae Haller","A quick go to style this #texturetuesday 💕 Day 131
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/28/2023 14:20",https://www.instagram.com/p/C0NM4ANOjPp/,"IG carousel",,Lifetime,9106,558,21,9,40,25
17989217429450898,17841461458191255,locwithaush,"Aushanae Haller","Locs are starting to drop a bit this month ‼️🫶🏽 They’re dropping quite nicely around my face. It’s almost at the length they were at when I first started my journey 🥰
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/27/2023 10:00",https://www.instagram.com/p/C0KKXLvOlA7/,"IG image",,Lifetime,17503,1077,19,7,76,39
18025170349676330,17841461458191255,locwithaush,"Aushanae Haller","Locs are starting to cover my ears.. such a weird feeling to experience 😅
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/25/2023 10:00",https://www.instagram.com/p/C0FArkLu7sV/,"IG image",,Lifetime,3076,217,2,3,13,10
18001721729473340,17841461458191255,locwithaush,"Aushanae Haller","Happy Gobble Day 🫶🏽 Hope everyone ate good today 🥰 • Day 126 💫
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/23/2023 20:31",https://www.instagram.com/p/C0A_XvSukw7/,"IG image",,Lifetime,3001,178,1,6,9,6
18020822986857508,17841461458191255,locwithaush,"Aushanae Haller","4 month close up this #texturetuesday 💫
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/21/2023 10:00",https://www.instagram.com/p/Cz6tkXCufZg/,"IG carousel",,Lifetime,3989,277,4,8,23,8
18006542207152539,17841461458191255,locwithaush,"Aushanae Haller","Retwist #4 🫶🏽 Day 122
•
•
•
Y’all I’m obsessed… I’m honestly shocked every retwist at the growth and change. My hair is usually shrunk up cause I wash my hair more often than most. But I’m always shocked at how much my hair is thriving even when it may look all over the place lol. I’m so proud of myself & my hair.. we’re growing together and the relationship between us has never been better. This is what the journey is about 💕‼️& I can confidently say these are my LOCS like look at them 😭 
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/19/2023 09:00",https://www.instagram.com/p/Cz1dH3rO5HB/,"IG carousel",,Lifetime,2003,164,3,17,6,1
18000314171255461,17841461458191255,locwithaush,"Aushanae Haller","Day 119 💫 Coming up on my retwist date next week… y’all be talking about needing a retwist but ya girl really NEED a retwist for the last row of locs in the back 😭 my hair is finer in the back so they’ve been difficult from the jump. And the base of those locs are almost nonexistent. But you can see they are starting to loc! I’m thinking about crocheting them just a bit to help them out. 
•
How did yall handle locs with finer textures?
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/16/2023 10:00",https://www.instagram.com/p/Czt1kD5um2U/,"IG image",,Lifetime,3245,238,4,3,8,12
18070753447397352,17841461458191255,locwithaush,"Aushanae Haller","In honor of #texturetuesday :
You don’t “need” a retwist, you need to learn to be comfortable with your hair in its natural form 💕 Day 117
•
Much love to everyone feeling discouraged by the journey 🫶🏽 we’re in this together 🥰
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/14/2023 10:13",https://www.instagram.com/p/CzotaiDOI3f/,"IG carousel",,Lifetime,4340,273,5,6,14,16
17974918088461877,17841461458191255,locwithaush,"Aushanae Haller","When you think there’s no growth think again ‼️#4chair will trick you into thinking there hasn’t been much growth, but it’s just that our shrinkage is unmatched 😂 This is not even full length yall ‼️A retwist will easily add an inch or two for us 4c girlies. This is why it’s important to take pictures often while documenting your journey 🥰
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage #growth #4clocs",0,"11/09/2023 10:00",https://www.instagram.com/p/Czb0CMROyjE/,"IG image",,Lifetime,13838,678,18,8,55,20
17879312312914762,17841461458191255,locwithaush,"Aushanae Haller","Day 110 💫 #texturetuesday 
•
•
•

#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/07/2023 13:34",https://www.instagram.com/p/CzXC9Z8OLEU/,"IG carousel",,Lifetime,10843,659,25,6,63,41
17975430191434588,17841461458191255,locwithaush,"Aushanae Haller","Day 106 💕 Happy Saturday Y’all ☺️
•
•
•
#locjourney #locs #locstyles #starterlocs #loclivin #locd #loccommunity #naturalhair #explorepage",0,"11/04/2023 09:00",https://www.instagram.com/p/CzOuR-EuCvo/,"IG image",,Lifetime,2753,271,8,16,13,14
